Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2021-08-18,Drive My Car,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanja at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",47.942,290,7.6,ja,Drama,https://image.tmdb.org/t/p/original/xlEnJ6O2xIlcJPvo23PWUiiSS21.jpg
1978-12-13,Superman,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",47.937,2950,7.1,en,"Science Fiction, Action, Adventure",https://image.tmdb.org/t/p/original/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg
2002-05-15,Star Wars: Episode II - Attack of the Clones,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.",47.917,10781,6.5,en,"Adventure, Action, Science Fiction",https://image.tmdb.org/t/p/original/oZNPzxqM2s5DyVWab09NTQScDQt.jpg
1997-12-12,Home Alone 3,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",47.907,2402,5.3,en,"Comedy, Family",https://image.tmdb.org/t/p/original/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg
2014-09-10,No Good Deed,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",47.905,524,6.0,en,"Crime, Thriller",https://image.tmdb.org/t/p/original/wcDLqCS70LsPcovieuQrb311Qr1.jpg
2021-04-23,We Broke Up,Lori and Doug break up right before Lori's sister's wedding and decide to pretend they're still together for the weekend as to not disrupt the fun.,47.816,20,6.1,en,Comedy,https://image.tmdb.org/t/p/original/qPeSznx1YJkjKwd3B5yqRlxq0xD.jpg
2010-01-25,Barbie in A Mermaid Tale,"Barbie stars as Merliah, a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother, the queen of Oceana.",47.799,573,7.2,en,"Animation, Family, Fantasy",https://image.tmdb.org/t/p/original/jtOlo3AaXVBnqfMeKGFrZUMPFui.jpg
2011-09-15,The Day,"Open war against humanity rages. For five survivors – lost and on the run – the pursuit is relentless, the bullets are dwindling and the battle is everywhere. This is a 24-hour look into their lives.",47.777,193,5.1,en,"Action, Drama, Horror, Science Fiction",https://image.tmdb.org/t/p/original/zNFCkFmgI4Dnv3UpC0lLM7jWhYU.jpg
1990-11-20,Predator 2,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,47.765,2291,6.2,en,"Science Fiction, Action, Thriller",https://image.tmdb.org/t/p/original/50rHufpLKcpVZMQIGrUK3DJgz1g.jpg
2015-05-19,Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",47.761,6056,6.2,en,"Adventure, Family, Mystery, Science Fiction",https://image.tmdb.org/t/p/original/kziYpr5Nfw60P0My8aj1sgCEqed.jpg
1993-11-19,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",47.707,2242,6.9,en,"Comedy, Family, Fantasy",https://image.tmdb.org/t/p/original/8znyj20O3EYLD2EzWnZQMnkE4zH.jpg
2016-05-13,Don't Blame the Kid,"After a one-night stand results in pregnancy, a young woman decides to become partners with the emotionally immature father-to-be.",47.705,509,7.7,es,"Comedy, Romance",https://image.tmdb.org/t/p/original/jx4RowEMoenVwtjyompzcR04EeN.jpg
2015-10-02,The Empire of Corpses,"The story of The Empire of Corpses takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent- However, Watson lives in a world where ""Frankensteins""- human corpses that are re-purposed with a false soul in order to use them as laborers- are used to improve industrial development.",47.691,70,6.1,ja,"Animation, Mystery, Horror, Science Fiction",https://image.tmdb.org/t/p/original/gtfQzn3lRnJ2P3CcE8yxOtXPHTC.jpg
2013-05-05,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",47.689,7899,7.3,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg
2016-10-16,The Walking Dead: The Journey So Far,"This two-hour retrospective in which the entire cast will tell the stories of their characters from the moment they were introduced through to where they were left at the end of the last episode of season 7. Beautifully shot interviews of the cast and the EPs are punctuated by clips of the most crucial moments in the series.  If someone has never seen a moment of The Walking Dead before, this special will catch them up on the plot, characters, locations, and unique terminology of the series leading up to season 8.",47.665,12,7.1,en,Documentary,https://image.tmdb.org/t/p/original/hXlpG1H9Lmv31kOPfsfnBe8Ec4R.jpg
2016-02-26,Pandemic,"After a virus of epic proportions overwhelms the planet—with more infected than uninfected—humanity is losing its grip on survival and its only hope is finding a cure and keeping the infected contained. Lauren, a doctor, arrives in Los Angeles with her crack team to lead the hunt for uncontaminated civilian survivors, but nothing can prepare them for the blood-soaked mayhem they witness as they head into the Californian streets where everything is considered a trap.",47.651,260,5.0,en,"Action, Science Fiction, Horror",https://image.tmdb.org/t/p/original/m0OCqNmVudMtbGlv4iTcyYrbp9m.jpg
2006-03-10,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",47.613,2289,6.4,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/qj4C2c96T1n3YnYxFG5l5bSTKbM.jpg
2021-12-11,Operation Merry Christmas: The Elf Con,"The plan of three small-time pickpockets to pull the heist of their lives during Christmas, posing as elves in a Christmas show in one of the most exclusive shopping centers in the city where they will collect private information from some wealthy families, then rob their homes while they enjoy their December vacation.",47.598,28,7.0,es,"Comedy, Crime",https://image.tmdb.org/t/p/original/is2wNqEH4CBw5JsrWzpDG1boQBj.jpg
1990-12-05,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,47.581,10715,7.7,en,"Fantasy, Drama, Romance",https://image.tmdb.org/t/p/original/1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg
2013-07-30,Justice League: The Flashpoint Paradox,The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,47.571,1407,7.9,en,"Science Fiction, Animation, Action, Adventure",https://image.tmdb.org/t/p/original/zmpE3mfhv0NOnI872q66kuuGeZW.jpg
2015-12-11,The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",47.54,1107,5.2,en,"Western, Comedy",https://image.tmdb.org/t/p/original/kPc80jywR5Nm2KIQjkY5i4VXSx4.jpg
2012-08-10,"Tad, the Lost Explorer","Tad is a celebrity archaeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real professor and takes his place on a flight to Peru in search of the lost city of Paititi.",47.538,413,6.0,es,"Animation, Comedy, Adventure, Family",https://image.tmdb.org/t/p/original/vmysxjUJkYmp6CmjNOKOeHMOzFA.jpg
1979-06-15,Rocky II,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",47.538,3319,7.2,en,Drama,https://image.tmdb.org/t/p/original/f1EbiHcLxHgGbDPpwzk1f4xkiHo.jpg
2021-05-27,Friends: The Reunion,"The cast of Friends reunites for a once-in-a-lifetime celebration of the hit series, an unforgettable evening filled with iconic memories, uncontrollable laughter, happy tears, and special guests.",47.536,814,8.1,en,Documentary,https://image.tmdb.org/t/p/original/bT3c4TSOP8vBmMoXZRDPTII6eDa.jpg
1996-06-25,Independence Day,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",47.536,7896,6.8,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg
2021-12-10,Being the Ricardos,Lucille Ball and Desi Arnaz face a crisis that could end their careers and another that could end their marriage.,47.506,307,6.6,en,"Drama, History",https://image.tmdb.org/t/p/original/oztBLWdRk5gApYmNdADXvXkLT5m.jpg
2005-10-18,The Batman vs. Dracula,"Gotham City is terrorized not only by recent escapees Joker and Penguin, but by the original creature of the night, Dracula! Can Batman stop the ruthless vampire before he turns everyone in the city, including The Caped Crusader, Joker and Penguin, into his mindless minions?",47.472,247,7.0,en,"Fantasy, Animation, Horror, Action, Thriller, Science Fiction, Family, Mystery",https://image.tmdb.org/t/p/original/dBysIm8mEhvlemR5xeWUcE0P4TN.jpg
2003-08-01,American Wedding,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",47.448,3356,6.2,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/r8bMJ4MUZf3WrhuATO7Tcl51dLN.jpg
1995-03-14,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",47.357,8195,7.9,en,"Action, Drama, History, War",https://image.tmdb.org/t/p/original/or1gBugydmjToAEq7OZY0owwFk.jpg
2008-01-15,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",47.345,5745,6.6,en,"Action, Thriller, Science Fiction",https://image.tmdb.org/t/p/original/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg
2012-02-22,Barbie in A Mermaid Tale 2,"Surf's up for Barbie as she returns as Merliah, the fun and fashionable surfing champion who's also a magical mermaid princess! In this exciting sea-quel, Merliah makes a splash when she heads to Australia for the ultimate surfing competition. When the evil mermaid Eris escapes from her whirlpool with plans to take over the throne of Oceana, Merliah and her sea friends dive in to stop her. It's a fresh new adventure where Merliah learns that anything is possible and she really can have the best of both worlds!",47.32,344,7.0,en,"Animation, Family",https://image.tmdb.org/t/p/original/iVCfTtVDAECpbMSokSNilIR6wPr.jpg
2021-01-27,Earwig and the Witch,A headstrong orphan discovers a world of spells and potions while living with a selfish witch.,47.305,140,6.1,ja,"Animation, Fantasy, Family",https://image.tmdb.org/t/p/original/86jyzdxtAX8p956rVQDKwGbrYh2.jpg
2019-10-10,Miracle in Cell No. 7,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",47.263,3872,8.3,tr,"Drama, Comedy, Family",https://image.tmdb.org/t/p/original/bOth4QmNyEkalwahfPCfiXjNh1r.jpg
